,Index,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
10,1675859,AHGN8ZUHCSQOU,B00G15MDI0,karen m carlson,"[0, 0]",This is a good show. Would recommend it for children - it doesn't go into great depth about the horrors of the war but it shows enough.,4.0,Good show,1395446400,"03 22, 2014"
11,1675874,AWSSWK7D9I6ZY,B00G15MDI0,"K. Jodoin ""gr8leed""","[0, 0]",A heart rending story that captures the horrors endured and the courage displayed during one of the darkest periods in human history.,4.0,Courage Comes in All Sizes,1396569600,"04 4, 2014"
12,1676052,A3DT7U0OJPUHW,B00G15MDI0,Tina E. Detweiler,"[0, 0]","The movie is well done but does not reveal everything disclosed in the book.  I felt the movie was perhaps more sensitive to the audience about the violence but the movie made it seem like Liesel told stories for only one air raid, when in fact she was the story teller repeatedly in the book.  They dismissed the apple stealing which I think reminded us of how hard food was to come by in those war years.  It is an excellant tale and although the movie did not discuss the colors of death, it was made very clear at the end of the movie it was Death that was sharing this story and how he is haunted by humans.Beautifully done!",4.0,The Book Thief movie,1404259200,"07 2, 2014"
13,1676065,A1W0VQZ3TJVNZI,B00G15MDI0,Waylon,"[0, 0]","I really enjoyed this movie and the story it told. I didn't like the whole voice over by the angel of death or whatever it is. This is a sad story, and reveals just how great humans can be and how horrific we can be as well.",4.0,Great story.,1400025600,"05 14, 2014"
14,1676167,A31GH8GD49KGDY,B00G2P79BU,Carolyn J. Kartheu,"[0, 0]","Didn't much care for the movie.  Didn't much care for the Jackass movies either.  The orderingprocess was good,  just the movie itself wasn't.",4.0,"The ordering process was good, just the movie itself wasn't",1404864000,"07 9, 2014"
15,1676178,A3OJTG40JE3M2V,B00G2P79BU,chris a,"[0, 0]","This movie was really funny. Knoxville killed it yet again! It is an interesting look at society and how people act in crazy situations. I found it rude, crude, socially unacceptable, and down right gross....all three times I watched it. Very funny",4.0,Hysterical,1395878400,"03 27, 2014"
16,1676215,A1ZK0HPFT9K2X5,B00G2P79BU,Gigismum,"[0, 0]","Im seriously surprised that I liked this movie, but I did, maybe because I didnt take it so seriously.  Its gross, sophmoric and sad, but I laughed the entire time.  The beauty pageant scene deserves an Oscar.",4.0,Ha!,1391472000,"02 4, 2014"
17,1676225,A3JGL5BTM1CVRZ,B00G2P79BU,Happy Dancer,"[0, 0]","We have tried watching other Jackass movies, but always turned them off - too rude and crude for us grandparents.  But this one was different.  We really enjoyed it, even the rude and crude.",4.0,"Rude, crude, but hilariously funny.",1400025600,"05 14, 2014"
18,1676231,A3PWUNLONH5K0H,B00G2P79BU,Ian Sayre,"[0, 0]","This movie delivers laughs. Not the best story but, you will laugh, cry and pee. I did. -a testament to middle american ignorance.",4.0,Real Funny,1392768000,"02 19, 2014"
19,1676640,A1RA72BFGJUGW5,B00G4Q3KOC,Daryl,"[0, 0]",This movie shows realistic difficulties that the slaves had to endure.  Slavery was never portrayed in this manner before and it will make a person understand that slavery was really evil.  Great acting and directing!,4.0,12 Years A Slave,1395705600,"03 25, 2014"
20,1676823,AU7GAWD4UNY2G,B00G4Q3KOC,jpd.john,"[0, 0]","Very dramatic. A good story about a personal tragedy, as well as a tragic period in our nations history. Some very good acting performances throughout.",4.0,good movie,1399507200,"05 8, 2014"
21,1677004,AII0WUJ7IJX4W,B00G4Q3KOC,Patricia Geisert,"[1, 2]","Slavery is something that never can be forgotten, The stars were excellent. We are all ignorant at times but it is to bad when it is carried to the extreme. I hate the fact that America had slaves and treated them so bad not something we should ever forget.",4.0,A bit long,1394582400,"03 12, 2014"
22,1677007,A3MFOAZSH9TPGO,B00G4Q3KOC,Patricia Kirk,"[0, 0]",Amazing movie but disturbingly violent in some parts.,4.0,Four Stars,1405814400,"07 20, 2014"
23,1677019,A2XZFRWGELMGU9,B00G4Q3KOC,"Penelope Evans ""avidreader""","[0, 0]",Tragic story of a middle class black family and a horror that descended on them.  I hope every one is seriously disturbed by this film.  Well worth watching.,4.0,Incredible true story.,1397001600,"04 9, 2014"
24,1677056,A1AQ8JT2A3UWMY,B00G4Q3KOC,"R. Lee ""Gadget lover""","[0, 0]",Slavery is wrong and it created many problems for this country.  My redneck brother-in-law came from a racist family and some of the stuff he said made me cringe.  I wish he would watch this movie and try to understand how wrong slavery is.,4.0,A very ugly chapter in American history.,1398556800,"04 27, 2014"
25,1677065,A2AAF02CYINM0R,B00G4Q3KOC,Robert Schudy,"[0, 0]",Worth watching when you are in a serious mood. Not sure how true it is but it is hard not to hate white people for being so evil. Then I think that this kind of evil goes on now in this world at the hands of all races. Love is great but love without justice is not real love.,4.0,Intense,1397606400,"04 16, 2014"
26,1677105,A3OL7NWHWI8NX9,B00G4Q3KOC,skarekrow1,"[0, 0]","Watched this film with hesitancy due to the graphic violence portrayed. As warned, it was unnecessarily violent.The acting was excellent. The story, although not unique for that ugly period of American history, was well documented. I would not recommend this film to anyone faint of heart. It is historicly important though.",4.0,Graphicly Violent,1402617600,"06 13, 2014"
27,1677164,A3P0XHK96ISFOA,B00G4Q3KOC,Trying To Be Honest,"[0, 0]","An interesting, disturbing and oft forgotten period in American History that is well represented in the recounting of this true story. Excellent portrayals add to the drama of the many horrific scenes that some many find difficult or impossible to watch.",4.0,Very Well Done,1395100800,"03 18, 2014"
28,1677169,ANGV0JAIO1IK,B00G4Q3KOC,"ultimate reader ""ultimate reader""","[0, 0]",It was a hard movie to watch.  I'm sure quite realistic.  Very sad.,4.0,Very sad.,1404691200,"07 7, 2014"
29,1677184,A3GX2EHRWPWSWE,B00G4Q3KOC,William J. Harper,"[0, 0]","12 Years a Slave is a good film but in no wise was it the best picture of the year. I would have liked it more had it not been so heavy-handed in so many ways. Based on a true story, it needed to have been told no matter how painful the message. Movie goers need a counterpoint to sanitized versions of slavery presented in films like Gone With the Wind. Slavery was evil and a blot on our nation's history. So many people suffered horrible indignities along with physical and psychological brutality in a supposed &#34;land of the free&#34; and most of that was wrought by Caucasians. It is a shame upon my race and rightly so. With that said, I feel the film lost some validity in telling it's powerful and painful story by painting almost every white person with negative strokes. You had to get to the end of the film before you encountered a white person with integrity, decency, and compassion. Even ones that seemed humane could not be trusted or believed. After a while it was like listening to a guard dog that barks at anything and everything. When you do need to heed the message you have become so numbed by the steady stream that you tune it out. I fear that 12 Years a Slave may have had that same affect to some and that is lamentable.",4.0,Good picture but...,1402704000,"06 14, 2014"
30,1677240,AJVFPC26GHXGF,B00G6HO3R2,"Amanda Felix ""angelbuff""","[0, 0]","No big known actors here but not bad acting. It is set during the times of the Black Plague and a  Monk is given the task of transporting a church relic. With 4 knights to protect him they run afoul of a bandit and his men when they defend themselves. To elude them, the knights and priest enter a cavern that leads them into a land inhabited by the dead. They find a woman who has been exiled to this land. She is not trusted but only she knows the way out and will lead them if they take her with them. The dead and the vengeful bandits are on their trail but with the holy relic drawing the evil dead and the bandits determined to kill them they are in for the fight. The direction could have been better and the knights do things no soldier or experienced warrior would do but the story line is good. Too bad this was not a big budget movie, it would have been great.",4.0,good Popcorn movie,1403827200,"06 27, 2014"
31,1677607,AZR9Y006YD3FS,B00GB0OQ3U,BRENDA PROVENCE,"[1, 1]",Very creepy and sent many chills up my spine!It's slow moving but when the frights come they are really shocking!,4.0,Banshee Chapter scares!,1393200000,"02 24, 2014"
32,1677895,AB97EC4YMT1RQ,B00GD9GNEY,Derek A. Dorsey,"[0, 0]","Batman is still Batman. Nice to know that no matter who's writing, the Batman is consistent. Still arguably the most dangerous",4.0,YESSSSS!!!!!!!!,1394236800,"03 8, 2014"
33,1678609,AOZGOFPVAUMTB,B00GJNQ5TC,Doug Park,"[0, 0]","{3.5 stars}The first half-hour or so is intentionally confusing and rather draggy, but all that's going on becomes apparent throughout the rest of the film, which is well-produced with good, though not great, acting. A film without heroes, COLLISION may be too violent, gory, and grim for some tastes. It's also a bit too humorless and slow-moving to be called a ""thriller."" Still, the way it shows how the different circles of people and the supposed allies within the circles conspire and are at odds with each and every other is thought-provoking. The whole message seems to be that ""No one wins--or if anyone does, it's the wrong people in the wrong ways--when people conspire and connive over money, power, 'love,' etc.""COLLISION also takes some risks in the way its entanglements untangle at the disheartening but strangely fitting end. As unsettling as it may be, this film is anything but predictable.",4.0,Conspiracies in the Desert,1391472000,"02 4, 2014"
34,1678751,A2ZELOPYDRS6VU,B00GM1X2RO,Love Our Military Men,"[10, 10]","I am so happy to finally see more releases to DVD of the television series IN THE HEAT OF THE NIGHT, although I had to kinda laugh as this is the most unusual sequence release schedule I've ever seen for a series. First we had the 24 Hour Marathon release, then Season One, Season Eight and now Seasons Four and Five - but it's all good and I am happy to get them 'however' the studio wishes to release them. Season three (not yet released) and four is where this series really hits it's stride.Airing for 142 episodes (plus 4 TV movies) from 1988-1995, IN THE HEAT OF THE NIGHT was a great crime/drama series that starred Carroll O'Conner as ""Chief 'Bill' Gillespie"" of the Sparta Police Department in Mississippi and centered on a lot of small town politics as well as catching criminals. It was a role that was really suited for Carroll O'Conner, and of course, Alan Autry as ""Lt. 'Bubba' Skinner"" sure filled out his uniform v-e-r-y nicely! :o)This five disc set is the '90-'91 season and below is a brief summary of the episodes:(DISC 1)LESSONS LEARNED - Chief Gillespie is shocked by the seemingly uncaring reaction of the father of a murdered teenage prostitute.PERVERSIONS OF JUSTICE - Gillespie tries to calm public furor while investigating charges a science teacher molested a student....AND JUSTICE FOR SOME - Gillespie and Virgil have different game plans concerning the fate of a federal criminal who is linked to a local hit-and-run case.HEARTS OF GOLD - Bubba's romance with a high school sweetheart conflicts with the murder investigation of an attorney.(DISC 2)QUICK FIX - Evidence indicates a mentally impaired girl is the mother of an infant found in a shallow grave.HOMECOMING - An ex-convict strives to turn over a new leaf: only to be thwarted at every turn.A PROBLEM TOO PERSONAL - Gillespie appears to be apathetic about prosecuting Harriet Delong's ex-husband, who has been arrested on a murder and robbery charge.A FINAL ARRANGEMENT - An elderly woman who befriended Sweet is found murdered in her bookstore.(DISC 3)FAMILY MATTERS - Titus attempts to reunite his family, only to come up against a rebellious cousin who has led a life of crime.BOUNTY HUNTER - Gillespie must stop a hired bounty hunter who plans to kill a Sparta man wanted for questioning in a Houston murder.BLESSINGS - A local reporter writes an article on an unconsenting Gillespie, who suspects her motives.EXECUTION OF TRUST - A psychiatrist protects a patient who confessed to a murder for which an innocent man stands to be executed.(DISC 4)CHILD OF PROMISE - A drug-related crime wave hits Sparta, and soon murder is on the cards.PAPER CASTLES - A fatal car crash causes suspicion: it is linked with plans to build a new mall in the town.LAID TO WASTE - Gillespie and TIbbs investigate a murder intended to cover up the illegal dumping of toxic waste.FIRST DEADLY SIN - A boy witnesses a rape, but his overprotective father refuses to let him tell the police what he saw.(DISC 5)JUST A COUNTRY BOY - Bubba travels to Los Angeles to arrest an arsonist, but uncovers Mob activity and murder on the way.NO OTHER ROAD - Lonnie Jamison and VIrgil show a despondent Eugene DeLong, who father is facing the death penalty for murder, that life continues.A TURNING - Gillespie and TIbbs track the killers of two drug dealers; Althea worries about the dangers Virgil faces and suggests he change careers.As stated in the product description, due to licensing issues, the episodes ""Brotherly Love"" and ""Shine on Sparta Moon"" will not be included in this release.The picture quality to date has been quite good.I'm off to place my order for seasons four and five :0) Anxiously waiting for seasons 3, 6 and 7!",4.0,IN THE HEAT OF THE NIGHT SEASON FOUR - SO HAPPY TO SEE MORE RELEASES - DESPITE THE UNUSUAL SEQUENCE/RELEASE SCHEDULE,1386547200,"12 9, 2013"
35,1679071,A3LJ2XUYKO6F2,B00GMV8IGO,tomthomtwin,"[0, 0]","action throughout this movie,acting good no overdone dialogs, just answer the question attitude, slight over kill fights scenes. still worth seeing.",4.0,nice remake!,1394323200,"03 9, 2014"
36,1679251,A1MMGWKPOL43ZS,B00GMV8LIO,AJJ,"[0, 0]",The fact that the guy portrayed was ultimately jailed should be no surprise. In spite of the debauchery and bad language the film itself is worth watching,4.0,Explitives deleted,1404432000,"07 4, 2014"
37,1679639,A1V7SMBLM223EX,B00GMV8LIO,Peented,"[0, 0]","Movie was entertaining and interesting, acting was superb.  But we thought there was definitely some drag in parts where we longed for it to move on.  Quite funny but not hysterical, humor was a bit pathetic, even sad at times.  Yet that was likely the reality of the time.",4.0,Entertaining but with some drag,1399334400,"05 6, 2014"
38,1680000,A29KEM6E8FAH4Q,B00GOYC3DI,bundy,"[0, 0]","good movie,sloan, veronica and the cops daughter were very hot the others ok. had humor mixed with horror and sex appeal.didnt like that there were so many killers in the end. think they shouldve stuck with just 1 or 2 killers not 4. also shouldve called it something else, there was no party it was a competition at a resort in a tim buck town. recomend watching the movie.oh and the killer cop whats with his weird eyes,my girlfriend said he looks like an ugly older woman.",4.0,sorority camp massacre,1400112000,"05 15, 2014"
39,1680131,A1TQEOMQGFK7WB,B00GPPXNIK,"Kindle Customer ""Nelvie""","[3, 3]",It shows that love and lust and co-exist.  When love is lost not even lust could stand alone without love.,4.0,very realistic scenes,1394755200,"03 14, 2014"
40,1680249,A2AI3SZS75JAFO,B00GRZPRB4,hardboiled,"[6, 7]","Bad prison movie as it depicts juvenile prisons completely WRONG.  It is hard for corrections officers much less administrators to do things to juvenile prisoners.  THEIR safety is first and VERY guarded in every state.  They can't just use MACE whenever they want.  The way they break up fights saying ""play nice"" is RIDICULOUS and spraying mace on a girl not even fighting is HYSTERICAL.  CONFINEMENT is hardly used because of STUPID rights groups.Also the juveniles have more drugs in the prison than in the real world, NOT real.BUT the main character have BIG ASS TITTIES!! REALLY nice and PERFECT.  It's worth it to watch this just to see those!! YIPPPEE!",4.0,Hot Mamas!!!,1398643200,"04 28, 2014"
41,1680253,A233UR4B7OT4RR,B00GRZPRB4,ROFLChopper,"[0, 0]","The only thing I know about The Asylum as a studio they tend to have a representation of making bad or gulity pleasure cinema  - kind of like how Troma use to be back in the 1980s and early 90s.  This is the first time I've watched any movies by this studio and to my surprise I was quite pleased with it's effort.Jailbait pretty much wastes no time with it's gritty nature.  The character Anna is cello player and also makes good grades at school, but end up in prison over defending herself when her step-father tries to rape Anna in her bedroom.  Anna's mother even defends him and is glad Anna is in prison over the crime since he was the breadwinner in their household.  Anna is faced with scary realities of prison life: gang attacks, rapist warden, and drug addiction all in the matter of a 1 1/2 hr film.  Oh, and let's not forget, her fair share in lesbian sex!While Jailbait is fast paced affair, the acting isn't Oscar worthy and has a basic plot - prison is no social gathering especially for a 17 year old girl.  I still found it entertaining to pass the time.",4.0,Surprisely Entertaining!,1401321600,"05 29, 2014"
42,1680447,A2I40DYE2QA1BE,B00GSBMNOQ,cricket,"[0, 0]",A very intriguing movie.  Rather sad though.,4.0,Intriguing movie,1405296000,"07 14, 2014"
43,1680517,A21EFR70T6JD8K,B00GSBMNOQ,Helen L. Worcester,"[0, 0]","Nicely done film, but not terribly memorable. Good acting. Another true life story about the Catholic church's abusive treatment of women.",4.0,Nice but not all that memorable,1399334400,"05 6, 2014"
44,1680601,A3QTEWVE0LLHLW,B00GSBMNOQ,Linda Tingley,"[0, 0]",I liked the movie.  I think it was good but not outstanding.,4.0,Four Stars,1405296000,"07 14, 2014"
45,1680806,A1PV4KAG3J1ZLT,B00GSBQ2HU,James B. Haines,"[1, 1]","Story was well done, and it is historically accurate.  Characters were believable, but there was no compelling attraction in the film",4.0,Good but Not Great.,1399420800,"05 7, 2014"
46,1681333,A18758S1PUYIDT,B00GST8U4U,Viva,"[0, 1]",Here is a film with very few words spoken and a lot of environmental conflict faced by a man stuck out at sea.  Redford will make you root for him as he suffers and struggles to survive.,4.0,You'll root for Redford,1392336000,"02 14, 2014"
47,1681701,AY15X4NPV16QP,B00GUO2SKA,Bob@Kelly,"[0, 0]","Amazing acting enhances this story of the aids epidemic and how we underestimated it at first, misunderstood it for years, and shamed so many good people into their final days of misery.",4.0,An important movie,1392940800,"02 21, 2014"
48,1681974,A1KUJMIY8AK26A,B00GUO2SKA,"JF Napa ""Movie Lover""","[0, 0]","This was a very realistic and well acted portrayal of not only the characters involved but, of the ignorance and unfairness of those in a position to help.  You could feel the pain, resentment, anger and hopelessness as well as the humanity.  One man's fight to make a difference in the only way he understood.",4.0,An Insightful Look at History,1391990400,"02 10, 2014"
49,1681982,A2ZL87Q398NIUU,B00GUO2SKA,"Jim Tarleton ""Jim Tarleton""","[0, 0]","The acting is excellent, but the film is such a downer. It is very depressing and very hard to watch. I know that this was an extremely difficult and sad time in our lifetime, but to watch and re-live it is an uncomfortable movie to get through.",4.0,Very good performances,1391990400,"02 10, 2014"
50,1682153,A2YKKV3VPJDXNF,B00GUO2SKA,Michael,"[0, 0]","This appears as a story of redemption and falls short. he didn't reconcile his life prior to his own death morally sad.  lived drownding in the vices of the world...with no thought of what happens after death. what keeps me from disliking this movie of course was the acting, it was phenomenal, all of it.",4.0,love the acting hated the conclusion.,1393977600,"03 5, 2014"
51,1682269,A2BO4AA9T3COGN,B00GUO2SKA,Rev.Carolyn J. White,"[0, 0]","I already have a very bad impression of our medical society and all that goes with it.  This just pointed out how sick it all is.  Really rooted for the good guys.  Hard to watch Matthew, so skinny and sick.",4.0,What I thought.,1397865600,"04 19, 2014"
52,1682882,A1GVA2HN1RONVK,B00GZ0ML2Y,Nh granite,"[0, 0]","Good movie, good background on some of the characters.  Unfortunately too violent for my young nephews to watch...not a kid movie.",4.0,Easy entertainment,1401840000,"06 4, 2014"
53,1682900,AV6QDP8Q0ONK4,B00GZ0ML2Y,"The Movie Guy ""Movies from A to Z""","[0, 0]",Well it seems Batman got drugged one night and did the nasty with Talia al Ghul who had a son Damian. Damian is a fighter and intellect like Batman. Damian wants to avenge the death of his grandfather Ra's al Ghul who was killed by Death Stroke. Damian has untempered anger which Batman attempts to control. Meanwhile Death Stroke has a scientist making mutants for him.The film utilizes the dry humor of Alfred and some dark humor. Modern automatic weapons seem to have a tough time against medieval swords. It makes me wonder how Hitler conquered Poland. Fun popcorn toon.,4.0,YOU CAN'T FIGHT CRIME BY BEING A CRIMINAL,1397952000,"04 20, 2014"
54,1683025,A3OUUC1RDBRIBT,B00H1RMOI6,Andrew,"[0, 0]",Usual Stallone/Arnold movie. Worth watching and had some good twists and turns. Interesting story line and makes you thing about how to secure the worst of the worst...,4.0,Entertaining,1398556800,"04 27, 2014"
55,1683261,A8PN1RSF23WQX,B00H1RMOI6,Mrs B's movie review,"[0, 0]",what a great partner both Sylvester and Arnold. Very funny together they get to fight and kill bad guys and blowing things up.,4.0,a different refreshing Sylvester Stone,1396483200,"04 3, 2014"
56,1683371,A13W0DV4LF43K2,B00H1RMOI6,thomas p. stephens,"[0, 0]","Lets face it, Arnold and Stallone are getting a little old for action movies. But on the other hand they did a credible job in this movie.There is the normal violence in this movie but it was a little deeper than the violence.",4.0,Movie,1399766400,"05 11, 2014"
57,1683589,A2K62IHNYD9CBR,B00H4IR3JC,norma jean kringer,"[0, 0]",It was an obvious TV movie from Korea but it was well acted but was annoyed with the big bad American.,4.0,... from Korea but it was well acted but was annoyed with the big bad American,1404172800,"07 1, 2014"
58,1683662,A3UPYGJKZ0XTU4,B00H4ZEFTQ,mirasreviews,"[1, 1]","Series 2 of ""The Bletchley Circle"" picks up in 1953 the story of four women who worked together at Bletchley Park HQ during World War II. Susan (Anna Maxwell Martin) is shaken by her last adventure and reluctant to get involved in any more crime-solving, her anxiety compounded by her inability to explain her fears and frustrations to husband Timothy (Mark Dexter). Flamboyant Millie (Rachel Stirling) is putting her linguistic talents to use as a German translator. Lucy (Sophie Rundle) is now a clerical support officer at Scotland Yard. Jean, researcher and a kind of den mother to the younger women, still works as a librarian. The series has a new production designer but retains its even, muted lighting and brown tones that enhance the ""period"" look. Guy Burt has written two mysteries in four hour-long episodes this season. The mysteries are better than the hackneyed deviant serial killer of Series 1, though the characters suffer a little. The episodes are:In ""Blood on Their Hands"", Jean is disturbed to learn that a woman who worked under her at Bletchley Park, Alice Merren (Hattie Morahan), has been convicted of the murder of another former colleague, biologist John Richards (Paul McGann). Jean visits Alice in prison and comes away suspicious that Alice hasn't told what she knows about Richards' death and is protecting someone by refusing to defend herself in court. Jean enlists Lucy and Millie's help in investigating the murder case, which leads them to the apartment of 17-year-old Lizzie Lancaster (Faye Marsay), where they find some classified documents that Lancaster claims never to have seen before. Meanwhile, Susan's husband has gotten a promotion that may entail a 2-year posting abroad. Jean needs her help, but Susan feels she cannot get involved in an investigation that may place her family in danger. This is an interesting mystery, though Susan's character seems strained and a bit distasteful.""Uncustomed Goods"" sees Alice Merren trying to find work in spite of her notoriety. Millie has lost her job and is selling black market perfumes and stockings to make ends meet. Business takes a scary turn, however, when Millie is abducted by Maltese gangsters and detained until her boss in the black market goods business, Jasper (Rob Jarvis), comes up with the money that he owes his supplier, a criminal matriarch named Marta (Brana Bajic). Millie is further disturbed to learn that this crime family is in the white slavery business, luring young women from behind the Iron Curtain to come to Great Britain with promises of jobs as chambermaids, then selling the women as sex slaves to various hoteliers. Millie feels it is her responsibility to ensure that the crime ring is busted and the women freed. Millie seems uncharacteristically emotional, and the ruse she carries out with Jean strains credibility. The mystery plays into the current British moral panic over ""trafficking"".",4.0,"Still Stylish. Better Plots Than Series One, though Characters Not Quite As Strong.",1399680000,"05 10, 2014"
59,1683736,AUY8GE1C1DO92,B00H5RYIBI,Aubreyann,"[0, 0]","This was a really cute movie.  One thing is though I'm a little sick of movies showing people (or fairies) making seriously bad, destructive choices and then having really no consequences.  In real life, we don't all just hug the thief who tried to destroy our civilization and then make up.  I guess lots of kids shows are like that, but its getting on my nerves.  Bad choices have serious consequences.",4.0,Fun movie,1398211200,"04 23, 2014"
60,1683855,A0293382VV3VQQ607PY4,B00H5RYIBI,sagedittmer,"[0, 0]",i do not relay care for it is just a movie,4.0,Four Stars,1405036800,"07 11, 2014"
61,1684411,A3BHP9OXQFM360,B00H7LINKE,Ava South,"[0, 0]","Too much crude language, but good story.",4.0,Strange story.,1404777600,"07 8, 2014"
62,1684475,ACG3GZRY20NY,B00H7LINKE,Donna,"[0, 0]",To think there are actually families like this out there is a bit disturbing and sad. Strong personalities and skeletons revealed.,4.0,very real!,1401062400,"05 26, 2014"
