,Index,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
23,1685740,A3BQF3HMSJGM23,B00H83EUL2,Nancy Carlson,"[0, 0]",Love Sandra Bullock in anything. - Loved the special effects. George Clooney? Not for this part. That's about it.Contrived and predictable.,2.0,I dunno?,1393977600,"03 5, 2014"
24,1686040,A3Q1004LLY2ZF3,B00H83EUL2,S. Roth,"[0, 1]","I don't think it was all that great, certainly not worthy of an academy award for best picture. Sandra did as good job, but the way story line and script could've been better.",2.0,not award worthy,1396396800,"04 2, 2014"
25,1686041,A2WWM3KN9VTMMI,B00H83EUL2,Stacey,"[1, 2]",loved the actors in this movie hated the movie not sure why another space movie won so many awards simply boring.,2.0,ughhh,1401494400,"05 31, 2014"
26,1686154,ADFTVAQSHCL6D,B00H83EUL2,"Toni Brown ""Tonibee""","[0, 0]","Sorry, but I got bored and couldn't even watch the whole thing.  I actually just fast forwarded to the end to watch the inevitable happy ending.  This movie won all kinds of oscars.  It definitely deserved one for special effects, cinematogrophy, etc., but I would have been shocked if it had won best picture.",2.0,Yawn!,1393891200,"03 4, 2014"
27,1686578,A38UEOX7HCVNUE,B00H9KKGTO,"926 Daytripper ""926daytripper""","[1, 6]",He is a very good actor but it would be nice to see him in better movies. They keep pushes the line further and further.,2.0,Leonardo DiCaprio needs to choose better movies,1396828800,"04 7, 2014"
28,1687858,A2MA286WA56H8K,B00H9LHVHI,Jean S. Knox,"[0, 0]","Good plot. Good ending. Not overly exciting, short of dull. Cute kid. Both Actors good. Like the setting in the country.",2.0,Not bad,1401408000,"05 30, 2014"
29,1688659,A3VW2V576DTJFH,B00HEPDGKA,nutriaguy,"[0, 2]",Keanu Reeves plays his typical deadpan hero character in this remake of a Japanese revenge tale.It's a pale copy of Kurasawa's vintage films. Two stars is the best I could award.,2.0,47 Ronin Falls Flat,1398470400,"04 26, 2014"
30,1688744,A1N3SEC573AJ2Z,B00HEPDGKA,WinfieldH StrockIII,"[1, 1]","Reeves has perfected the dull-eyed hero and typecast for his talent. Beautiful costumes and sets would've been put to better use for a music video. The impact of so many huge moments cannot stand out in a weak script with wooden acting. Hollywood's done it again, created a powerful trailer to sell a tepid movie.",2.0,"Like a Parade Float, Pretty to Look at But Not Really Worth the Effort",1403654400,"06 25, 2014"
31,1688814,A2QGUDR1F0HANU,B00HEPE6MM,cheryl upton,"[0, 1]",o.k but liked him better in other type of movie,2.0,k but liked him better in other type of,1404777600,"07 8, 2014"
32,1690144,A2EET1XKF3IRT5,B00HLSW6TW,Kath Leen,"[0, 0]",Pretty dull.,2.0,Zzzzz,1405728000,"07 19, 2014"
33,1690204,A2PODDE3XOD173,B00HLSW6TW,Stephen Summers,"[0, 0]","This movie had some potential, but had very poor cinematography, lack luster special affects, not to mention the directing fell far short of expectations.  The acting was fair at best.  My family ended up treating it as a comedy and laughing instead of being disappointed.  Not sure is this was a B rated movie budget, but felt like it.  Oh well... not a complete waste of time but I would not bother to watch it again for free later.",2.0,"wow, disappointing",1400112000,"05 15, 2014"
34,1690714,A29ORKBVUC2D99,B00HNGC4YY,bob is dead,"[0, 0]",weird show?? not bad though.,2.0,not bad though.,1404432000,"07 4, 2014"
35,1690718,A25Q9R3HA6K0P7,B00HNGC4YY,Mark A. Smiddy,"[0, 1]","Beautifully filmed, lousy script.",2.0,What the?,1404345600,"07 3, 2014"
36,1690958,A2AAPG4YJ4X37U,B00HNGZHDE,nike shoe,"[0, 0]",it was ok but maybe im getting old i liked the original better,2.0,Two Stars,1405814400,"07 20, 2014"
37,1691620,A24W7LXWRHV8D6,B00HR0V7YO,MidnightMatinee,"[1, 1]",boring. gross. Cute actresses an not really the WORST film. If you like horror you may actually like this fine.,2.0,idk,1403827200,"06 27, 2014"
38,1691672,A1R3RJKU7HTA71,B00HRCATDW,Kevin R. Tyburski,"[0, 0]","The first &#34;Paranormal&#34; movie was great, this one......mmmm, not so.",2.0,Not real good,1405468800,"07 16, 2014"
39,1692451,A1NSDP9YZXLMDX,B00HV6AI6W,Russell S,"[1, 2]","To be perfectly honest, this was excruciating to watch. I bought it for James Duval and I'm pretty sure he got bumped off at the start. Cheesy to say the least and I'm pretty sure I dozed off, that was merciful.",2.0,let's be honest,1402531200,"06 12, 2014"
40,1692892,A1NUQINKZHPI4W,B00HX0KIAM,Rick Turner,"[1, 1]","Was excited about this movie because I love Kevin Hart, but got bored really quickly and didn't even finish. Really hoped this would have been better.",2.0,Not that great,1400112000,"05 15, 2014"
41,1692938,AOSUGK83PSK5V,B00HX0KIAM,"Wild Touch ""The Stig""","[1, 1]",The preview for this movie showed pretty much any really funny parts there were.  I expected more laughs from these two.,2.0,not nearly as funny as I thought it would be,1400716800,"05 22, 2014"
42,1694514,A132LPZ7L7M82W,B00IKM5OCO,eaglegrafix,"[1, 3]",Weekly structured with good performances from main actors. Cage is Cage no matter where he plays so if you like his style you will be pleased. This movie made a much better book.,2.0,If you like Cage.,1399680000,"05 10, 2014"
43,1694752,A20IRJLEHMO15L,B00IQAUO48,jellydonut25,"[0, 1]","Pretty mediocre. Not a significant step up from the DVDs. For diehards only, pretty much. Oh well.",2.0,Stick with the DVDs.,1405641600,"07 18, 2014"
44,1695491,A2AAPG4YJ4X37U,B00J4LMHMK,nike shoe,"[0, 0]",movie was ok,2.0,Two Stars,1405814400,"07 20, 2014"
45,1695520,A3ASYF0TSZDK8Z,B00J4LMHMK,"TV Junkie ""TV Junkie""","[0, 1]",For a low)er) budget sci-fi movie it wasn't half bad. Although the plot could have been better and it fell short a couple of times. The special effects were pretty good. Not bad for a first time director,2.0,Not Bad...,1400716800,"05 22, 2014"
46,1695900,A3C5KLKE1MML6E,B00JA3RPAG,Darren Morris,"[0, 0]",Started out great and quickly went south,2.0,Two Stars,1404864000,"07 9, 2014"
47,1696347,A1RL1L9NY5LLBS,B00JAQJMJ0,Norman,"[1, 2]",Great cast.  Very disappointed in this movie. With such a great cast &#8212; and good performances &#8212; found this to be disjointed and difficult to become interested.,2.0,Incredibly disappointing!,1404259200,"07 2, 2014"
48,1696533,A82JRKMQPKD6G,B00JCCHMU8,"Cheryl L. Devecka ""catlady""","[1, 1]",Positively love McAvoy. This story is a bit too twisted and black for me; though life is sometimes like that. Jim Broadbent is hysterical!,2.0,filth,1401840000,"06 4, 2014"
49,1696597,A29YQ3Y5UHRH3M,B00JF5GAIW,"Jonathan M. Berman ""Kitty Safe Network""","[0, 0]","Avoid all Joy Ride sequels.  Like what happens so often in the horror genre, a great and inspired firs movie, sells the rights to hacks for quick cash grabs, and Joy Ride is no exception.  Part 2 and 3 are worth a MISS.",2.0,Avoid all Joy Ride sequels,1404691200,"07 7, 2014"
